City,Date,Type,Severity,Count,city,mon,avg_star,avg_review_count,restaurant_number
New Orleans,08-2021,Storm,Severe,6,New Orleans,08-2021,4.035741885,1143.8381,688
New Orleans,09-2019,Fog,Moderate,25,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2019,Fog,Severe,49,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2019,Precipitation,UNK,2,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2019,Rain,Heavy,6,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2019,Rain,Light,27,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2019,Rain,Moderate,4,New Orleans,09-2019,4.00052356,1368.1154,901
New Orleans,09-2020,Cold,Severe,2,New Orleans,09-2020,4.021524141,1139.8999,594
New Orleans,09-2020,Fog,Moderate,16,New Orleans,09-2020,4.021524141,1139.8999,594
New Orleans,09-2020,Fog,Severe,20,New Orleans,09-2020,4.021524141,1139.8999,594
New Orleans,09-2020,Rain,Light,79,New Orleans,09-2020,4.021524141,1139.8999,594
New Orleans,09-2021,Cold,Severe,3,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Fog,Moderate,3,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Fog,Severe,40,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Precipitation,UNK,8,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Rain,Heavy,16,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Rain,Light,80,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,09-2021,Rain,Moderate,31,New Orleans,09-2021,4.036045314,1018.5716,479
New Orleans,10-2019,Cold,Severe,11,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Fog,Moderate,9,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Fog,Severe,32,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Precipitation,UNK,12,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Rain,Heavy,9,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Rain,Light,143,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2019,Rain,Moderate,38,New Orleans,10-2019,4.010318573,1422.7111,914
New Orleans,10-2020,Cold,Severe,12,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Fog,Moderate,3,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Fog,Severe,37,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Precipitation,UNK,3,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Rain,Heavy,1,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Rain,Light,33,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Rain,Moderate,5,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2020,Storm,Severe,2,New Orleans,10-2020,4.034126163,1118.6768,598
New Orleans,10-2021,Fog,Moderate,10,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,10-2021,Fog,Severe,50,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,10-2021,Precipitation,UNK,10,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,10-2021,Rain,Heavy,5,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,10-2021,Rain,Light,36,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,10-2021,Rain,Moderate,11,New Orleans,10-2021,4.027704485,1034.3338,685
New Orleans,11-2019,Fog,Moderate,9,New Orleans,11-2019,4.00768203,1391.7914,895
New Orleans,11-2019,Fog,Severe,47,New Orleans,11-2019,4.00768203,1391.7914,895
New Orleans,11-2019,Precipitation,UNK,1,New Orleans,11-2019,4.00768203,1391.7914,895
New Orleans,11-2019,Rain,Light,37,New Orleans,11-2019,4.00768203,1391.7914,895
New Orleans,11-2019,Rain,Moderate,4,New Orleans,11-2019,4.00768203,1391.7914,895
New Orleans,11-2020,Cold,Severe,28,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Fog,Moderate,9,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Fog,Severe,51,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Precipitation,UNK,5,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Rain,Heavy,1,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Rain,Light,39,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2020,Rain,Moderate,1,New Orleans,11-2020,4.024064171,1118.5524,647
New Orleans,11-2021,Cold,Severe,2,New Orleans,11-2021,4.052316602,1208.9892,691
New Orleans,11-2021,Fog,Moderate,11,New Orleans,11-2021,4.052316602,1208.9892,691
New Orleans,11-2021,Fog,Severe,39,New Orleans,11-2021,4.052316602,1208.9892,691
New Orleans,11-2021,Rain,Light,25,New Orleans,11-2021,4.052316602,1208.9892,691
New Orleans,11-2021,Rain,Moderate,3,New Orleans,11-2021,4.052316602,1208.9892,691
New Orleans,12-2019,Cold,Severe,1,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Fog,Moderate,6,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Fog,Severe,70,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Precipitation,UNK,4,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Rain,Heavy,4,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Rain,Light,88,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2019,Rain,Moderate,17,New Orleans,12-2019,4.00591409,1360.8078,890
New Orleans,12-2020,Cold,Severe,4,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Fog,Moderate,8,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Fog,Severe,39,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Precipitation,UNK,6,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Rain,Heavy,7,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Rain,Light,69,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Rain,Moderate,23,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2020,Storm,Severe,4,New Orleans,12-2020,4.04735376,1099.3671,615
New Orleans,12-2021,Fog,Moderate,7,New Orleans,12-2021,4.040936717,1182.9328,707
New Orleans,12-2021,Fog,Severe,104,New Orleans,12-2021,4.040936717,1182.9328,707
New Orleans,12-2021,Precipitation,UNK,4,New Orleans,12-2021,4.040936717,1182.9328,707
New Orleans,12-2021,Rain,Light,54,New Orleans,12-2021,4.040936717,1182.9328,707
New Orleans,12-2021,Rain,Moderate,4,New Orleans,12-2021,4.040936717,1182.9328,707
New Orleans,12-2021,Storm,Severe,2,New Orleans,12-2021,4.040936717,1182.9328,707
Philadelphia,01-2019,Fog,Moderate,12,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Fog,Severe,3,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Hail,Other,2,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Rain,Light,55,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Rain,Moderate,29,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Snow,Light,22,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Snow,Moderate,2,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2019,Storm,Severe,1,Philadelphia,01-2019,3.897417503,586.5807,1821
Philadelphia,01-2020,Fog,Moderate,9,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Fog,Severe,15,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Rain,Heavy,5,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Rain,Light,41,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Rain,Moderate,11,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Snow,Light,18,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2020,Snow,Moderate,6,Philadelphia,01-2020,3.898688585,536.7872,1745
Philadelphia,01-2021,Fog,Moderate,20,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2021,Fog,Severe,21,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2021,Rain,Light,33,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2021,Rain,Moderate,7,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2021,Snow,Light,9,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2021,Snow,Moderate,3,Philadelphia,01-2021,3.954200084,490.6547,1155
Philadelphia,01-2022,Cold,Severe,1,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Fog,Moderate,3,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Fog,Severe,11,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Precipitation,UNK,2,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Rain,Heavy,3,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Rain,Light,34,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Rain,Moderate,9,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Snow,Heavy,2,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Snow,Light,35,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,01-2022,Snow,Moderate,15,Philadelphia,01-2022,3.973045822,600.9466,970
Philadelphia,02-2019,Fog,Moderate,27,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Fog,Severe,3,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Rain,Light,50,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Rain,Moderate,9,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Snow,Heavy,1,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Snow,Light,26,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2019,Snow,Moderate,11,Philadelphia,02-2019,3.890828138,563.3866,1843
Philadelphia,02-2020,Fog,Moderate,4,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Fog,Severe,27,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Precipitation,UNK,1,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Rain,Light,74,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Rain,Moderate,9,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Snow,Light,2,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2020,Storm,Severe,2,Philadelphia,02-2020,3.911545988,526.4736,1679
Philadelphia,02-2021,Fog,Moderate,11,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Fog,Severe,35,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Precipitation,UNK,1,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Rain,Light,47,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Rain,Moderate,18,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Snow,Heavy,20,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Snow,Light,66,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,02-2021,Snow,Moderate,37,Philadelphia,02-2021,3.987432675,493.4439,1111
Philadelphia,03-2019,Fog,Moderate,14,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Fog,Severe,3,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Hail,Other,1,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Rain,Heavy,1,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Rain,Light,53,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Rain,Moderate,16,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Snow,Heavy,9,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Snow,Light,16,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2019,Snow,Moderate,7,Philadelphia,03-2019,3.892096545,570.6231,1883
Philadelphia,03-2020,Fog,Moderate,5,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2020,Fog,Severe,22,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2020,Rain,Heavy,2,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2020,Rain,Light,79,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2020,Rain,Moderate,26,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2020,Storm,Severe,1,Philadelphia,03-2020,3.91153113,557.0419,1414
Philadelphia,03-2021,Cold,Severe,2,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Fog,Moderate,2,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Fog,Severe,14,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Rain,Heavy,3,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Rain,Light,49,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Rain,Moderate,18,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,03-2021,Storm,Severe,1,Philadelphia,03-2021,3.940293415,497.6858,1285
Philadelphia,04-2019,Fog,Moderate,9,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Fog,Severe,13,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Precipitation,UNK,4,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Rain,Heavy,4,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Rain,Light,75,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Rain,Moderate,19,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2019,Storm,Severe,1,Philadelphia,04-2019,3.894513008,599.0005,1823
Philadelphia,04-2020,Cold,Severe,1,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Fog,Severe,17,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Precipitation,UNK,1,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Rain,Heavy,3,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Rain,Light,65,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Rain,Moderate,14,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2020,Storm,Severe,3,Philadelphia,04-2020,3.779423538,365.1425,797
Philadelphia,04-2021,Fog,Moderate,7,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Fog,Severe,8,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Precipitation,UNK,3,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Rain,Heavy,2,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Rain,Light,48,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Rain,Moderate,10,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,04-2021,Storm,Severe,1,Philadelphia,04-2021,3.924107142,520.035,1290
Philadelphia,05-2019,Fog,Moderate,9,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2019,Fog,Severe,19,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2019,Precipitation,UNK,8,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2019,Rain,Heavy,2,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2019,Rain,Light,97,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2019,Rain,Moderate,32,Philadelphia,05-2019,3.875472589,561.9157,1935
Philadelphia,05-2020,Fog,Moderate,2,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2020,Fog,Severe,14,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2020,Precipitation,UNK,2,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2020,Rain,Heavy,2,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2020,Rain,Light,59,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2020,Rain,Moderate,9,Philadelphia,05-2020,3.860268378,395.7561,985
Philadelphia,05-2021,Fog,Moderate,6,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,05-2021,Fog,Severe,6,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,05-2021,Precipitation,UNK,4,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,05-2021,Rain,Heavy,2,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,05-2021,Rain,Light,68,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,05-2021,Rain,Moderate,15,Philadelphia,05-2021,3.92791411,513.2678,1325
Philadelphia,06-2019,Fog,Moderate,13,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2019,Fog,Severe,13,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2019,Precipitation,UNK,7,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2019,Rain,Heavy,12,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2019,Rain,Light,78,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2019,Rain,Moderate,26,Philadelphia,06-2019,3.871177669,583.4673,1880
Philadelphia,06-2020,Fog,Severe,11,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2020,Precipitation,UNK,8,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2020,Rain,Heavy,3,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2020,Rain,Light,39,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2020,Rain,Moderate,8,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2020,Storm,Severe,1,Philadelphia,06-2020,3.857142857,390.0989,1017
Philadelphia,06-2021,Fog,Moderate,1,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,06-2021,Fog,Severe,10,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,06-2021,Precipitation,UNK,6,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,06-2021,Rain,Heavy,3,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,06-2021,Rain,Light,52,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,06-2021,Rain,Moderate,7,Philadelphia,06-2021,3.952717224,567.7918,1321
Philadelphia,07-2019,Fog,Moderate,7,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Fog,Severe,1,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Precipitation,UNK,16,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Rain,Heavy,11,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Rain,Light,78,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Rain,Moderate,11,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2019,Storm,Severe,3,Philadelphia,07-2019,3.900187441,621.37,1833
Philadelphia,07-2020,Cold,Severe,1,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Fog,Moderate,2,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Fog,Severe,5,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Precipitation,UNK,12,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Rain,Heavy,15,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Rain,Light,67,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2020,Rain,Moderate,15,Philadelphia,07-2020,3.898771706,444.8492,1181
Philadelphia,07-2021,Fog,Moderate,11,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,07-2021,Fog,Severe,8,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,07-2021,Precipitation,UNK,18,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,07-2021,Rain,Heavy,14,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,07-2021,Rain,Light,58,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,07-2021,Rain,Moderate,21,Philadelphia,07-2021,3.948923998,562.4571,1393
Philadelphia,08-2019,Fog,Moderate,16,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2019,Fog,Severe,8,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2019,Precipitation,UNK,8,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2019,Rain,Heavy,4,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2019,Rain,Light,39,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2019,Rain,Moderate,8,Philadelphia,08-2019,3.910384068,585.3888,1878
Philadelphia,08-2020,Fog,Severe,7,Philadelphia,08-2020,3.921983356,522.2902,1237
Philadelphia,08-2020,Precipitation,UNK,9,Philadelphia,08-2020,3.921983356,522.2902,1237
Philadelphia,08-2020,Rain,Heavy,3,Philadelphia,08-2020,3.921983356,522.2902,1237
Philadelphia,08-2020,Rain,Light,75,Philadelphia,08-2020,3.921983356,522.2902,1237
Philadelphia,08-2020,Rain,Moderate,22,Philadelphia,08-2020,3.921983356,522.2902,1237
Philadelphia,08-2021,Fog,Moderate,1,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,08-2021,Fog,Severe,1,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,08-2021,Precipitation,UNK,7,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,08-2021,Rain,Heavy,8,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,08-2021,Rain,Light,54,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,08-2021,Rain,Moderate,20,Philadelphia,08-2021,3.92665549,586.5066,1368
Philadelphia,09-2019,Fog,Moderate,2,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2019,Fog,Severe,8,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2019,Precipitation,UNK,2,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2019,Rain,Heavy,1,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2019,Rain,Light,34,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2019,Rain,Moderate,5,Philadelphia,09-2019,3.868734693,601.3332,1842
Philadelphia,09-2020,Cold,Severe,4,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Fog,Moderate,1,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Fog,Severe,7,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Precipitation,UNK,1,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Rain,Heavy,8,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Rain,Light,57,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2020,Rain,Moderate,19,Philadelphia,09-2020,3.90851735,554.7675,1329
Philadelphia,09-2021,Precipitation,UNK,10,Philadelphia,09-2021,3.910801713,537.6714,1344
Philadelphia,09-2021,Rain,Heavy,9,Philadelphia,09-2021,3.910801713,537.6714,1344
Philadelphia,09-2021,Rain,Light,47,Philadelphia,09-2021,3.910801713,537.6714,1344
Philadelphia,09-2021,Rain,Moderate,16,Philadelphia,09-2021,3.910801713,537.6714,1344
Philadelphia,10-2019,Fog,Moderate,5,Philadelphia,10-2019,3.909469764,575.7803,1790
Philadelphia,10-2019,Fog,Severe,29,Philadelphia,10-2019,3.909469764,575.7803,1790
Philadelphia,10-2019,Rain,Heavy,3,Philadelphia,10-2019,3.909469764,575.7803,1790
Philadelphia,10-2019,Rain,Light,87,Philadelphia,10-2019,3.909469764,575.7803,1790
Philadelphia,10-2019,Rain,Moderate,20,Philadelphia,10-2019,3.909469764,575.7803,1790
Philadelphia,10-2020,Fog,Moderate,2,Philadelphia,10-2020,3.925385109,531.491,1352
Philadelphia,10-2020,Fog,Severe,36,Philadelphia,10-2020,3.925385109,531.491,1352
Philadelphia,10-2020,Rain,Light,70,Philadelphia,10-2020,3.925385109,531.491,1352
Philadelphia,10-2020,Rain,Moderate,26,Philadelphia,10-2020,3.925385109,531.491,1352
Philadelphia,10-2021,Fog,Moderate,1,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,10-2021,Fog,Severe,5,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,10-2021,Precipitation,UNK,7,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,10-2021,Rain,Heavy,4,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,10-2021,Rain,Light,62,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,10-2021,Rain,Moderate,22,Philadelphia,10-2021,3.956283343,559.2377,1375
Philadelphia,11-2019,Fog,Moderate,7,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Fog,Severe,4,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Rain,Light,26,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Rain,Moderate,6,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Snow,Heavy,1,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Snow,Light,2,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2019,Snow,Moderate,1,Philadelphia,11-2019,3.912398412,566.7777,1694
Philadelphia,11-2020,Fog,Moderate,8,Philadelphia,11-2020,3.961249059,519.5233,1272
Philadelphia,11-2020,Fog,Severe,19,Philadelphia,11-2020,3.961249059,519.5233,1272
Philadelphia,11-2020,Precipitation,UNK,5,Philadelphia,11-2020,3.961249059,519.5233,1272
Philadelphia,11-2020,Rain,Heavy,8,Philadelphia,11-2020,3.961249059,519.5233,1272
Philadelphia,11-2020,Rain,Light,63,Philadelphia,11-2020,3.961249059,519.5233,1272
Philadelphia,11-2020,Rain,Moderate,31,Philadelphia,11-2020,3.961249059,519.5233,1272
