City,Date,Type,Severity,Count,city,mon,avg_star,avg_review_count,restaurant_number
Philadelphia,11-2021,Fog,Severe,7,Philadelphia,11-2021,3.964019851,574.0145,1227
Philadelphia,11-2021,Rain,Light,28,Philadelphia,11-2021,3.964019851,574.0145,1227
Philadelphia,11-2021,Rain,Moderate,1,Philadelphia,11-2021,3.964019851,574.0145,1227
Philadelphia,11-2021,Snow,Light,1,Philadelphia,11-2021,3.964019851,574.0145,1227
Philadelphia,12-2019,Fog,Moderate,17,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2019,Fog,Severe,28,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2019,Rain,Light,101,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2019,Rain,Moderate,22,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2019,Snow,Light,23,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2019,Snow,Moderate,3,Philadelphia,12-2019,3.904130871,568.0735,1746
Philadelphia,12-2020,Fog,Moderate,5,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Fog,Severe,19,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Precipitation,UNK,2,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Rain,Heavy,6,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Rain,Light,57,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Rain,Moderate,18,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Snow,Heavy,4,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Snow,Light,21,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Snow,Moderate,10,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2020,Storm,Severe,1,Philadelphia,12-2020,3.96645796,462.5877,1164
Philadelphia,12-2021,Fog,Moderate,2,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Fog,Severe,17,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Precipitation,UNK,1,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Rain,Heavy,1,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Rain,Light,58,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Rain,Moderate,4,Philadelphia,12-2021,3.971570831,558.9309,1272
Philadelphia,12-2021,Snow,Light,2,Philadelphia,12-2021,3.971570831,558.9309,1272
Reno,01-2019,Fog,Moderate,2,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Fog,Severe,2,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Precipitation,UNK,2,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Rain,Heavy,1,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Rain,Light,52,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Rain,Moderate,6,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Snow,Heavy,12,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Snow,Light,48,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Snow,Moderate,20,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2019,Storm,Severe,2,Reno,01-2019,3.818706221,428.4705,552
Reno,01-2020,Fog,Moderate,1,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Fog,Severe,1,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Rain,Light,23,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Snow,Heavy,1,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Snow,Light,14,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Snow,Moderate,2,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2020,Storm,Severe,5,Reno,01-2020,3.825483391,415.9425,538
Reno,01-2021,Fog,Moderate,3,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Fog,Severe,12,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Rain,Light,24,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Snow,Heavy,4,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Snow,Light,53,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Snow,Moderate,17,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2021,Storm,Severe,2,Reno,01-2021,3.934941967,384.0006,471
Reno,01-2022,Storm,Severe,2,Reno,01-2022,3.879980079,375.5199,406
Reno,02-2019,Cold,Severe,1,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Fog,Moderate,4,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Fog,Severe,8,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Hail,Other,1,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Rain,Light,62,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Rain,Moderate,10,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Snow,Heavy,4,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Snow,Light,110,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Snow,Moderate,21,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2019,Storm,Severe,6,Reno,02-2019,3.826683937,427.9347,529
Reno,02-2020,Cold,Severe,1,Reno,02-2020,3.87761194,416.0627,546
Reno,02-2020,Rain,Light,3,Reno,02-2020,3.87761194,416.0627,546
Reno,02-2020,Snow,Light,1,Reno,02-2020,3.87761194,416.0627,546
Reno,02-2021,Rain,Light,22,Reno,02-2021,3.960526315,397.2285,446
Reno,02-2021,Snow,Light,4,Reno,02-2021,3.960526315,397.2285,446
Reno,03-2019,Cold,Severe,6,Reno,03-2019,3.89390142,424.7393,567
Reno,03-2019,Fog,Severe,4,Reno,03-2019,3.89390142,424.7393,567
Reno,03-2019,Rain,Light,79,Reno,03-2019,3.89390142,424.7393,567
Reno,03-2019,Snow,Light,25,Reno,03-2019,3.89390142,424.7393,567
Reno,03-2019,Snow,Moderate,6,Reno,03-2019,3.89390142,424.7393,567
Reno,03-2020,Fog,Severe,1,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Hail,Other,2,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Rain,Light,29,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Snow,Heavy,2,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Snow,Light,68,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Snow,Moderate,15,Reno,03-2020,3.946861626,409.689,473
Reno,03-2020,Storm,Severe,3,Reno,03-2020,3.946861626,409.689,473
Reno,03-2021,Fog,Moderate,1,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Fog,Severe,2,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Hail,Other,1,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Rain,Light,19,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Snow,Heavy,1,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Snow,Light,19,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Snow,Moderate,1,Reno,03-2021,3.929652466,400.148,503
Reno,03-2021,Storm,Severe,2,Reno,03-2021,3.929652466,400.148,503
Reno,04-2019,Rain,Light,37,Reno,04-2019,3.866105769,436.2476,534
Reno,04-2019,Snow,Light,3,Reno,04-2019,3.866105769,436.2476,534
Reno,04-2019,Storm,Severe,2,Reno,04-2019,3.866105769,436.2476,534
Reno,04-2020,Fog,Moderate,1,Reno,04-2020,3.837438423,327.5813,346
Reno,04-2020,Rain,Light,26,Reno,04-2020,3.837438423,327.5813,346
Reno,04-2020,Snow,Heavy,1,Reno,04-2020,3.837438423,327.5813,346
Reno,04-2020,Snow,Light,4,Reno,04-2020,3.837438423,327.5813,346
Reno,04-2020,Snow,Moderate,1,Reno,04-2020,3.837438423,327.5813,346
Reno,04-2021,Fog,Moderate,1,Reno,04-2021,3.943037974,406.0242,518
Reno,04-2021,Rain,Light,18,Reno,04-2021,3.943037974,406.0242,518
Reno,04-2021,Snow,Light,1,Reno,04-2021,3.943037974,406.0242,518
Reno,05-2019,Fog,Moderate,1,Reno,05-2019,3.86287398,442.1641,551
Reno,05-2019,Rain,Light,84,Reno,05-2019,3.86287398,442.1641,551
Reno,05-2020,Fog,Moderate,1,Reno,05-2020,3.854462474,363.2779,373
Reno,05-2020,Fog,Severe,1,Reno,05-2020,3.854462474,363.2779,373
Reno,05-2020,Rain,Light,15,Reno,05-2020,3.854462474,363.2779,373
Reno,05-2020,Storm,Severe,2,Reno,05-2020,3.854462474,363.2779,373
Reno,05-2021,Fog,Moderate,1,Reno,05-2021,3.916309012,382.0676,503
Reno,05-2021,Rain,Light,31,Reno,05-2021,3.916309012,382.0676,503
Reno,05-2021,Rain,Moderate,2,Reno,05-2021,3.916309012,382.0676,503
Reno,05-2021,Snow,Light,3,Reno,05-2021,3.916309012,382.0676,503
Reno,06-2019,Fog,Moderate,1,Reno,06-2019,3.848794906,439.2428,561
Reno,06-2019,Rain,Light,7,Reno,06-2019,3.848794906,439.2428,561
Reno,06-2020,Fog,Moderate,3,Reno,06-2020,3.918298446,430.8481,455
Reno,06-2020,Rain,Light,18,Reno,06-2020,3.918298446,430.8481,455
Reno,06-2020,Storm,Severe,1,Reno,06-2020,3.918298446,430.8481,455
Reno,06-2021,Rain,Light,10,Reno,06-2021,3.900504484,398.1071,488
Reno,07-2019,Cold,Severe,1,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2019,Fog,Severe,1,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2019,Precipitation,UNK,1,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2019,Rain,Heavy,2,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2019,Rain,Light,14,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2019,Rain,Moderate,1,Reno,07-2019,3.842930812,430.9136,561
Reno,07-2020,Rain,Light,16,Reno,07-2020,3.903953229,408.8396,497
Reno,07-2021,Fog,Moderate,33,Reno,07-2021,3.913096397,399.4085,523
Reno,07-2021,Fog,Severe,8,Reno,07-2021,3.913096397,399.4085,523
Reno,07-2021,Precipitation,UNK,1,Reno,07-2021,3.913096397,399.4085,523
Reno,07-2021,Rain,Light,14,Reno,07-2021,3.913096397,399.4085,523
Reno,07-2021,Rain,Moderate,1,Reno,07-2021,3.913096397,399.4085,523
Reno,08-2019,Cold,Severe,1,Reno,08-2019,3.872151898,419.0937,578
Reno,08-2020,Fog,Moderate,52,Reno,08-2020,3.911266783,421.6562,468
Reno,08-2020,Fog,Severe,3,Reno,08-2020,3.911266783,421.6562,468
Reno,08-2020,Rain,Light,18,Reno,08-2020,3.911266783,421.6562,468
Reno,08-2021,Cold,Severe,1,Reno,08-2021,3.900837257,387.3469,523
Reno,08-2021,Fog,Moderate,108,Reno,08-2021,3.900837257,387.3469,523
Reno,08-2021,Fog,Severe,15,Reno,08-2021,3.900837257,387.3469,523
Reno,08-2021,Rain,Light,6,Reno,08-2021,3.900837257,387.3469,523
Reno,09-2019,Fog,Moderate,5,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Fog,Severe,1,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Precipitation,UNK,1,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Rain,Light,32,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Rain,Moderate,1,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Snow,Heavy,2,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Snow,Light,6,Reno,09-2019,3.84179033,416.719,573
Reno,09-2019,Snow,Moderate,4,Reno,09-2019,3.84179033,416.719,573
Reno,09-2020,Fog,Moderate,61,Reno,09-2020,3.924261083,412.3147,472
Reno,09-2020,Fog,Severe,7,Reno,09-2020,3.924261083,412.3147,472
Reno,09-2021,Cold,Severe,1,Reno,09-2021,3.906308557,387.6746,494
Reno,09-2021,Fog,Moderate,8,Reno,09-2021,3.906308557,387.6746,494
Reno,09-2021,Rain,Light,9,Reno,09-2021,3.906308557,387.6746,494
Reno,09-2021,Rain,Moderate,1,Reno,09-2021,3.906308557,387.6746,494
Reno,10-2019,Fog,Moderate,5,Reno,10-2019,3.883691845,428.4862,531
Reno,10-2019,Fog,Severe,14,Reno,10-2019,3.883691845,428.4862,531
Reno,10-2019,Rain,Light,9,Reno,10-2019,3.883691845,428.4862,531
Reno,10-2019,Snow,Light,23,Reno,10-2019,3.883691845,428.4862,531
Reno,10-2020,Cold,Severe,1,Reno,10-2020,3.905012376,412.1671,477
Reno,10-2020,Fog,Moderate,23,Reno,10-2020,3.905012376,412.1671,477
Reno,10-2020,Fog,Severe,2,Reno,10-2020,3.905012376,412.1671,477
Reno,10-2020,Rain,Light,1,Reno,10-2020,3.905012376,412.1671,477
Reno,10-2020,Snow,Light,5,Reno,10-2020,3.905012376,412.1671,477
Reno,10-2021,Fog,Moderate,5,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Fog,Severe,2,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Hail,Other,1,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Rain,Heavy,1,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Rain,Light,72,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Rain,Moderate,23,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Snow,Heavy,2,Reno,10-2021,3.893564356,389.2599,495
Reno,10-2021,Snow,Light,10,Reno,10-2021,3.893564356,389.2599,495
Reno,11-2019,Cold,Severe,1,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2019,Fog,Moderate,3,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2019,Fog,Severe,5,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2019,Rain,Light,14,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2019,Snow,Light,30,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2019,Snow,Moderate,3,Reno,11-2019,3.871673565,424.2147,504
Reno,11-2020,Rain,Light,23,Reno,11-2020,3.875,387.5655,459
Reno,11-2020,Snow,Light,2,Reno,11-2020,3.875,387.5655,459
Reno,11-2020,Storm,Severe,3,Reno,11-2020,3.875,387.5655,459
Reno,11-2021,Cold,Severe,1,Reno,11-2021,3.93366398,367.3236,494
Reno,11-2021,Fog,Moderate,4,Reno,11-2021,3.93366398,367.3236,494
Reno,11-2021,Fog,Severe,4,Reno,11-2021,3.93366398,367.3236,494
Reno,11-2021,Rain,Light,11,Reno,11-2021,3.93366398,367.3236,494
Reno,11-2021,Storm,Severe,2,Reno,11-2021,3.93366398,367.3236,494
Reno,12-2019,Fog,Severe,24,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Rain,Light,61,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Rain,Moderate,3,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Snow,Heavy,3,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Snow,Light,35,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Snow,Moderate,8,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2019,Storm,Severe,1,Reno,12-2019,3.810619469,432.4425,514
Reno,12-2020,Fog,Severe,1,Reno,12-2020,3.896539293,373.695,474
Reno,12-2020,Rain,Light,30,Reno,12-2020,3.896539293,373.695,474
Reno,12-2020,Snow,Light,14,Reno,12-2020,3.896539293,373.695,474
Reno,12-2020,Snow,Moderate,3,Reno,12-2020,3.896539293,373.695,474
Reno,12-2020,Storm,Severe,1,Reno,12-2020,3.896539293,373.695,474
Reno,12-2021,Fog,Moderate,6,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Fog,Severe,18,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Rain,Light,80,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Rain,Moderate,4,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Snow,Heavy,12,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Snow,Light,82,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Snow,Moderate,15,Reno,12-2021,3.932517263,364.2222,492
Reno,12-2021,Storm,Severe,1,Reno,12-2021,3.932517263,364.2222,492
Saint Louis,01-2019,Fog,Moderate,1,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Fog,Severe,5,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Hail,Other,3,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Rain,Light,20,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Rain,Moderate,5,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Snow,Heavy,3,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Snow,Light,32,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2019,Snow,Moderate,10,Saint Louis,01-2019,3.862098138,469.6667,489
Saint Louis,01-2020,Fog,Moderate,2,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Fog,Severe,6,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Precipitation,UNK,4,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Rain,Heavy,4,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Rain,Light,31,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Rain,Moderate,10,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Snow,Heavy,3,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Snow,Light,21,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2020,Snow,Moderate,6,Saint Louis,01-2020,3.930167597,447.3184,435
Saint Louis,01-2021,Fog,Moderate,3,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Fog,Severe,7,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Precipitation,UNK,1,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Rain,Heavy,2,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Rain,Light,26,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Rain,Moderate,7,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Snow,Heavy,2,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Snow,Light,33,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2021,Snow,Moderate,4,Saint Louis,01-2021,3.955438066,413.4305,319
Saint Louis,01-2022,Fog,Moderate,2,Saint Louis,01-2022,3.935622317,418.9442,267
Saint Louis,01-2022,Rain,Light,16,Saint Louis,01-2022,3.935622317,418.9442,267
Saint Louis,01-2022,Rain,Moderate,1,Saint Louis,01-2022,3.935622317,418.9442,267
Saint Louis,01-2022,Snow,Light,14,Saint Louis,01-2022,3.935622317,418.9442,267
Saint Louis,01-2022,Snow,Moderate,4,Saint Louis,01-2022,3.935622317,418.9442,267
Saint Louis,02-2019,Fog,Moderate,1,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Fog,Severe,4,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Hail,Other,10,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Rain,Heavy,2,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Rain,Light,40,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Rain,Moderate,7,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Snow,Heavy,1,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Snow,Light,19,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2019,Snow,Moderate,3,Saint Louis,02-2019,3.864181662,448.1337,468
Saint Louis,02-2020,Rain,Light,28,Saint Louis,02-2020,3.90405904,460.8856,438
Saint Louis,02-2020,Rain,Moderate,3,Saint Louis,02-2020,3.90405904,460.8856,438
Saint Louis,02-2020,Snow,Heavy,1,Saint Louis,02-2020,3.90405904,460.8856,438
Saint Louis,02-2020,Snow,Light,22,Saint Louis,02-2020,3.90405904,460.8856,438
Saint Louis,02-2020,Snow,Moderate,4,Saint Louis,02-2020,3.90405904,460.8856,438
Saint Louis,02-2021,Precipitation,UNK,1,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,02-2021,Rain,Light,11,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,02-2021,Rain,Moderate,2,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,02-2021,Snow,Heavy,1,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,02-2021,Snow,Light,31,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,02-2021,Snow,Moderate,8,Saint Louis,02-2021,3.968490878,409.2139,315
Saint Louis,03-2019,Fog,Moderate,1,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Fog,Severe,3,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Hail,Other,1,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Precipitation,UNK,1,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Rain,Heavy,3,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Rain,Light,37,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Rain,Moderate,16,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Snow,Light,7,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2019,Snow,Moderate,2,Saint Louis,03-2019,3.857996018,472.8613,533
Saint Louis,03-2020,Cold,Severe,1,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Fog,Moderate,10,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Fog,Severe,4,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Hail,Other,1,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Precipitation,UNK,2,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Rain,Heavy,1,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Rain,Light,42,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2020,Rain,Moderate,8,Saint Louis,03-2020,3.967964824,473.8832,377
Saint Louis,03-2021,Fog,Moderate,1,Saint Louis,03-2021,3.869785082,442.1479,363
Saint Louis,03-2021,Fog,Severe,1,Saint Louis,03-2021,3.869785082,442.1479,363
Saint Louis,03-2021,Rain,Heavy,4,Saint Louis,03-2021,3.869785082,442.1479,363
Saint Louis,03-2021,Rain,Light,39,Saint Louis,03-2021,3.869785082,442.1479,363
Saint Louis,03-2021,Rain,Moderate,14,Saint Louis,03-2021,3.869785082,442.1479,363
Saint Louis,04-2019,Fog,Moderate,1,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2019,Fog,Severe,4,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2019,Precipitation,UNK,5,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2019,Rain,Heavy,1,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2019,Rain,Light,42,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2019,Rain,Moderate,7,Saint Louis,04-2019,3.892804698,513.0778,504
Saint Louis,04-2020,Cold,Severe,1,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Fog,Moderate,2,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Precipitation,UNK,2,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Rain,Heavy,3,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Rain,Light,36,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Rain,Moderate,10,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2020,Snow,Light,1,Saint Louis,04-2020,3.945987654,415.284,218
Saint Louis,04-2021,Precipitation,UNK,2,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Rain,Heavy,2,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Rain,Light,35,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Rain,Moderate,7,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Snow,Heavy,1,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Snow,Light,2,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,04-2021,Snow,Moderate,2,Saint Louis,04-2021,3.862857142,428.4446,370
Saint Louis,05-2019,Fog,Moderate,1,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2019,Fog,Severe,1,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2019,Precipitation,UNK,8,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2019,Rain,Heavy,7,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2019,Rain,Light,38,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2019,Rain,Moderate,9,Saint Louis,05-2019,3.870333333,504.254,514
Saint Louis,05-2020,Fog,Severe,3,Saint Louis,05-2020,3.817351598,376.1484,264
Saint Louis,05-2020,Precipitation,UNK,3,Saint Louis,05-2020,3.817351598,376.1484,264
Saint Louis,05-2020,Rain,Heavy,2,Saint Louis,05-2020,3.817351598,376.1484,264
Saint Louis,05-2020,Rain,Light,60,Saint Louis,05-2020,3.817351598,376.1484,264
Saint Louis,05-2020,Rain,Moderate,13,Saint Louis,05-2020,3.817351598,376.1484,264
Saint Louis,05-2021,Fog,Severe,1,Saint Louis,05-2021,3.913542926,486.8646,357
Saint Louis,05-2021,Precipitation,UNK,1,Saint Louis,05-2021,3.913542926,486.8646,357
Saint Louis,05-2021,Rain,Heavy,1,Saint Louis,05-2021,3.913542926,486.8646,357
Saint Louis,05-2021,Rain,Light,32,Saint Louis,05-2021,3.913542926,486.8646,357
Saint Louis,05-2021,Rain,Moderate,7,Saint Louis,05-2021,3.913542926,486.8646,357
Saint Louis,06-2019,Cold,Severe,1,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Fog,Moderate,4,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Fog,Severe,1,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Precipitation,UNK,10,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Rain,Heavy,4,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Rain,Light,41,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2019,Rain,Moderate,4,Saint Louis,06-2019,3.864972443,523.3411,537
Saint Louis,06-2020,Precipitation,UNK,4,Saint Louis,06-2020,3.899193548,399.3387,333
Saint Louis,06-2020,Rain,Heavy,1,Saint Louis,06-2020,3.899193548,399.3387,333
